CoC Number,CoC Name,Overall.Total,Children & Youth Under 18,Youth 18 to 24,Youth & People 25 to 34,People 35 to 44,People 45 to 54,People 55 to 64,People Over 64,Women,Men,Transgender,Nonbinary,Gender Questioning,Non-Latino & Non-Hispanic,Latino,White,Black,Asian,Indigenous,Native Hawiian or Pacific Islander,Multiracial,Emergency Shelter,Transitional Housing Shelter,Safe Haven,In Shelter,Unsheltered,Year
FL-604,Monroe County CoC,421,22,20,NA,NA,NA,NA,NA,96,322,3,0,NA,339,82,347,52,1,9,0,12,145,98,0,243,178,2020
FL-605,West Palm Beach/Palm Beach County CoC,1510,182,102,NA,NA,NA,NA,NA,480,1026,2,2,NA,1335,175,716,710,7,19,6,52,361,119,0,480,1030,2020
FL-606,Naples/Collier County CoC,603,128,3,NA,NA,NA,NA,NA,227,375,1,0,NA,421,182,475,85,6,14,0,23,252,183,0,435,168,2020
GA-500,Atlanta CoC,3240,295,176,NA,NA,NA,NA,NA,847,2364,26,3,NA,3127,113,294,2846,11,17,11,61,1319,982,0,2301,939,2020
GA-501,Georgia Balance of State CoC,4349,867,248,NA,NA,NA,NA,NA,1856,2400,5,88,NA,4092,257,1901,2207,37,27,8,169,1441,646,0,2087,2262,2020
GA-502,Fulton County CoC,276,103,12,NA,NA,NA,NA,NA,153,123,0,0,NA,259,17,43,226,0,3,0,4,68,130,0,198,78,2020
GA-503,Athens-Clarke County CoC,210,38,6,NA,NA,NA,NA,NA,80,127,3,0,NA,202,8,96,103,0,5,0,6,125,18,0,143,67,2020
GA-504,Augusta-Richmond County CoC,470,58,12,NA,NA,NA,NA,NA,136,316,2,16,NA,395,75,135,305,0,1,0,29,181,7,0,188,282,2020
GA-505,Columbus-Muscogee CoC,249,33,12,NA,NA,NA,NA,NA,117,130,2,0,NA,245,4,107,132,0,1,1,8,175,33,0,208,41,2020
GA-506,Marietta/Cobb County CoC,424,99,13,NA,NA,NA,NA,NA,191,232,1,0,NA,402,22,143,254,1,5,0,21,135,162,0,297,127,2020
GA-507,Savannah/Chatham County CoC,672,61,40,NA,NA,NA,NA,NA,198,469,5,0,NA,663,9,266,390,3,4,1,8,226,226,0,452,220,2020
GA-508,DeKalb County CoC,344,113,11,NA,NA,NA,NA,NA,165,179,0,0,NA,329,15,46,245,40,1,0,12,66,138,0,204,140,2020
GU-500,Guam CoC,790,291,81,NA,NA,NA,NA,NA,357,431,2,0,NA,771,19,21,3,14,1,727,24,101,7,0,108,682,2020
HI-500,Hawaii Balance of State CoC,2010,369,125,NA,NA,NA,NA,NA,863,1140,0,7,NA,1716,294,644,53,117,41,549,606,399,307,0,706,1304,2020
HI-501,Honolulu City and County CoC,4448,732,271,NA,NA,NA,NA,NA,1658,2734,36,20,NA,3807,641,825,242,447,42,1611,1281,1297,760,45,2102,2346,2020
IA-500,"Sioux City/Dakota, Woodbury Counties CoC",305,78,15,NA,NA,NA,NA,NA,95,210,0,0,NA,276,29,137,58,8,83,3,16,224,64,0,288,17,2020
IA-501,Iowa Balance of State CoC,1696,393,150,NA,NA,NA,NA,NA,701,986,8,1,NA,1585,111,1169,407,5,29,5,81,1006,495,9,1510,186,2020
IA-502,Des Moines/Polk County CoC,646,64,35,NA,NA,NA,NA,NA,197,446,1,2,NA,603,43,454,131,6,9,1,45,376,126,14,516,130,2020
ID-500,Boise/Ada County CoC,647,64,30,NA,NA,NA,NA,NA,186,459,2,0,NA,588,59,553,34,6,22,5,27,497,67,0,564,83,2020
ID-501,Idaho Balance of State CoC,1668,528,119,NA,NA,NA,NA,NA,849,817,1,1,NA,1313,355,1351,18,7,208,12,72,495,213,0,708,960,2020
IL-500,McHenry County CoC,155,35,16,NA,NA,NA,NA,NA,64,90,1,0,NA,141,14,103,43,0,2,2,5,87,67,0,154,1,2020
IL-501,"Rockford/DeKalb, Winnebago, Boone Counties CoC",465,113,35,NA,NA,NA,NA,NA,212,253,0,0,NA,423,42,199,240,1,2,0,23,320,100,0,420,45,2020
IL-502,"Waukegan, North Chicago/Lake County CoC",292,95,16,NA,NA,NA,NA,NA,146,146,0,0,NA,240,52,139,138,4,1,0,10,172,86,0,258,34,2020
IL-503,"Champaign, Urbana, Rantoul/Champaign County CoC",140,29,15,NA,NA,NA,NA,NA,59,80,1,0,NA,137,3,47,84,0,1,0,8,95,33,0,128,12,2020
IL-504,Madison County CoC,79,18,8,NA,NA,NA,NA,NA,40,39,0,0,NA,77,2,58,20,0,0,0,1,37,10,0,47,32,2020
IL-506,"Joliet, Bolingbrook/Will County CoC",276,48,10,NA,NA,NA,NA,NA,116,160,0,0,NA,204,72,191,78,1,4,0,2,168,60,6,234,42,2020
IL-507,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",311,30,27,NA,NA,NA,NA,NA,112,199,0,0,NA,301,10,197,93,4,0,3,14,246,24,4,274,37,2020
IL-508,"East St. Louis, Belleville/St. Clair County CoC",298,98,14,NA,NA,NA,NA,NA,160,138,0,0,NA,297,1,49,237,1,4,0,7,84,78,0,162,136,2020
IL-510,Chicago CoC,5390,1134,495,NA,NA,NA,NA,NA,2051,3320,17,2,NA,4777,613,1088,4148,61,46,10,37,2833,995,33,3861,1529,2020
IL-511,Cook County CoC,846,180,75,NA,NA,NA,NA,NA,343,502,1,0,NA,741,105,321,469,7,5,5,39,490,217,21,728,118,2020
IL-512,Bloomington/Central Illinois CoC,408,95,53,NA,NA,NA,NA,NA,190,218,0,0,NA,399,9,198,200,1,2,0,7,226,130,0,356,52,2020
IL-513,Springfield/Sangamon County CoC,294,54,27,NA,NA,NA,NA,NA,115,175,3,1,NA,281,13,160,114,1,3,1,15,153,98,0,251,43,2020
IL-514,DuPage County CoC,328,83,62,NA,NA,NA,NA,NA,160,161,7,0,NA,285,43,168,137,3,0,0,20,177,137,4,318,10,2020
IL-515,South Central Illinois CoC,123,35,14,NA,NA,NA,NA,NA,59,64,0,0,NA,123,0,109,9,0,2,0,3,69,22,0,91,32,2020
IL-516,Decatur/Macon County CoC,135,12,10,NA,NA,NA,NA,NA,55,80,0,0,NA,135,0,80,51,0,1,0,3,82,30,0,112,23,2020
IL-517,"Aurora, Elgin/Kane County CoC",410,58,23,NA,NA,NA,NA,NA,190,219,1,0,NA,292,118,247,137,4,4,0,18,328,17,0,345,65,2020
IL-518,"Rock Island, Moline/Northwestern Illinois CoC",135,29,15,NA,NA,NA,NA,NA,64,71,0,0,NA,121,14,66,57,6,0,0,6,85,32,0,117,18,2020
IL-519,West Central Illinois CoC,113,15,22,NA,NA,NA,NA,NA,57,55,1,0,NA,106,7,82,28,1,0,0,2,58,52,0,110,3,2020
IL-520,Southern Illinois CoC,233,51,21,NA,NA,NA,NA,NA,107,126,0,0,NA,222,11,169,50,1,5,0,8,136,51,0,187,46,2020
IN-502,Indiana Balance of State CoC,4037,771,286,NA,NA,NA,NA,NA,1728,2293,9,7,NA,3764,273,2824,919,22,46,14,212,2499,735,23,3257,780,2020
IN-503,Indianapolis CoC,1588,207,66,NA,NA,NA,NA,NA,454,1127,7,0,NA,1514,74,668,864,15,4,7,30,997,360,45,1402,186,2020
KS-502,Wichita/Sedgwick County CoC,619,94,41,NA,NA,NA,NA,NA,165,454,0,0,NA,542,77,375,173,13,32,1,25,379,179,0,558,61,2020
KS-503,Topeka/Shawnee County CoC,467,68,14,NA,NA,NA,NA,NA,200,266,0,1,NA,430,37,258,82,1,13,0,113,283,92,0,375,92,2020
KS-505,"Overland Park, Shawnee/Johnson County CoC",180,66,9,NA,NA,NA,NA,NA,88,91,1,0,NA,168,12,79,72,0,1,0,28,133,23,0,156,24,2020
KS-507,Kansas Balance of State CoC,943,156,118,NA,NA,NA,NA,NA,374,569,0,0,NA,832,111,674,123,1,49,1,95,456,264,0,720,223,2020
KY-500,Kentucky Balance of State CoC,2220,328,162,NA,NA,NA,NA,NA,958,1258,3,1,NA,2166,54,1892,265,3,10,5,45,1267,197,0,1464,756,2020
KY-501,Louisville-Jefferson County CoC,1102,178,84,NA,NA,NA,NA,NA,434,666,2,0,NA,1055,47,500,525,11,5,1,60,722,239,0,961,141,2020
KY-502,Lexington-Fayette County CoC,689,75,22,NA,NA,NA,NA,NA,215,469,3,2,NA,654,35,434,206,5,7,14,23,600,58,0,658,31,2020
LA-500,Lafayette/Acadiana CoC,417,72,27,NA,NA,NA,NA,NA,124,293,0,0,NA,407,10,156,240,6,3,0,12,174,53,7,234,183,2020
LA-502,"Shreveport, Bossier/Northwest Louisiana CoC",298,67,15,NA,NA,NA,NA,NA,114,183,0,1,NA,296,2,105,182,2,1,1,7,192,47,17,256,42,2020
LA-503,New Orleans/Jefferson Parish CoC,1314,100,144,NA,NA,NA,NA,NA,344,958,10,2,NA,1265,49,432,852,10,16,3,1,529,207,23,759,555,2020
LA-505,Monroe/Northeast Louisiana CoC,162,28,23,NA,NA,NA,NA,NA,67,95,0,0,NA,161,1,56,103,0,1,1,1,66,56,0,122,40,2020
LA-506,Slidell/Southeast Louisiana CoC,118,7,1,NA,NA,NA,NA,NA,36,82,0,0,NA,113,5,75,32,0,2,0,9,37,47,0,84,34,2020
LA-507,Alexandria/Central Louisiana CoC,107,16,10,NA,NA,NA,NA,NA,33,74,0,0,NA,107,0,73,33,0,0,0,1,40,51,0,91,16,2020
LA-509,Louisiana Balance of State CoC,757,106,55,NA,NA,NA,NA,NA,249,507,1,0,NA,736,21,268,466,3,6,0,14,317,130,27,474,283,2020
MA-500,Boston CoC,6134,2360,470,NA,NA,NA,NA,NA,3026,3090,14,4,NA,3981,2153,2115,3186,94,33,57,649,5461,508,30,5999,135,2020
MA-502,Lynn CoC,1040,604,90,NA,NA,NA,NA,NA,612,428,0,0,NA,884,156,608,311,5,4,5,107,1027,0,0,1027,13,2020
MA-503,Cape Cod Islands CoC,336,85,22,NA,NA,NA,NA,NA,172,164,0,0,NA,300,36,252,61,3,5,0,15,232,54,0,286,50,2020
MA-504,Springfield/Hampden County CoC,2257,1140,181,NA,NA,NA,NA,NA,1202,1054,1,0,NA,961,1296,1702,525,3,3,1,23,2031,116,6,2153,104,2020
MA-505,New Bedford CoC,398,133,31,NA,NA,NA,NA,NA,188,210,0,0,NA,279,119,230,108,1,7,0,52,278,72,0,350,48,2020
MA-506,Worcester City & County CoC,1401,472,126,NA,NA,NA,NA,NA,674,720,6,1,NA,845,556,1059,293,14,6,2,27,862,339,11,1212,189,2020
MA-507,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",591,92,41,NA,NA,NA,NA,NA,191,397,3,0,NA,483,108,458,78,3,3,4,45,302,188,0,490,101,2020
MA-509,Cambridge CoC,501,71,58,NA,NA,NA,NA,NA,169,327,2,3,NA,407,94,268,199,8,2,2,22,346,92,0,438,63,2020
MA-511,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",1079,398,80,NA,NA,NA,NA,NA,517,560,2,0,NA,895,184,484,475,13,4,1,102,1036,0,13,1049,30,2020
MA-515,Fall River CoC,357,148,18,NA,NA,NA,NA,NA,182,175,0,0,NA,239,118,253,83,5,1,0,15,278,20,0,298,59,2020
MA-516,Massachusetts Balance of State CoC,3631,1474,270,NA,NA,NA,NA,NA,1834,1788,5,4,NA,2323,1308,2330,1118,48,18,15,102,2783,374,0,3157,474,2020
MA-519,"Attleboro, Taunton/Bristol County CoC",250,115,17,NA,NA,NA,NA,NA,124,126,0,0,NA,193,57,144,101,1,0,0,4,187,35,0,222,28,2020
MD-501,Baltimore CoC,2193,245,80,NA,NA,NA,NA,NA,782,1399,11,1,NA,2116,77,548,1561,14,19,8,43,1127,747,21,1895,298,2020
MD-503,Annapolis/Anne Arundel County CoC,319,50,20,NA,NA,NA,NA,NA,120,197,2,0,NA,310,9,158,132,3,2,0,24,218,11,0,229,90,2020
MD-504,Howard County CoC,139,36,9,NA,NA,NA,NA,NA,60,79,0,0,NA,123,16,42,70,1,2,0,24,84,15,0,99,40,2020
MD-505,Baltimore County CoC,712,202,40,NA,NA,NA,NA,NA,324,387,1,0,NA,686,26,240,428,8,11,5,20,446,50,0,496,216,2020
MD-506,Carroll County CoC,130,9,9,NA,NA,NA,NA,NA,53,75,2,0,NA,129,1,109,15,0,3,0,3,84,0,23,107,23,2020
MD-511,Mid-Shore Regional CoC,157,62,9,NA,NA,NA,NA,NA,76,79,2,0,NA,153,4,84,61,0,1,0,11,106,23,0,129,28,2020
MD-513,"Wicomico, Somerset, Worcester Counties CoC",310,66,14,NA,NA,NA,NA,NA,128,182,0,0,NA,304,6,142,153,0,2,5,8,223,33,0,256,54,2020
MD-514,Maryland Balance of State CoC,1264,280,80,NA,NA,NA,NA,NA,511,737,9,7,NA,1189,75,669,524,8,11,4,48,731,237,3,971,293,2020
MD-600,Prince George's County CoC,466,152,39,NA,NA,NA,NA,NA,213,252,1,0,NA,425,41,31,391,1,5,1,37,229,146,0,375,91,2020
MD-601,Montgomery County CoC,670,113,46,NA,NA,NA,NA,NA,301,366,3,0,NA,559,111,188,420,21,4,3,34,483,84,0,567,103,2020
ME-500,Maine Statewide CoC,2097,480,149,NA,NA,NA,NA,NA,940,1143,8,6,NA,2013,84,1631,310,3,48,7,98,1000,941,15,1956,141,2020
MI-500,Michigan Balance of State CoC,1502,438,122,NA,NA,NA,NA,NA,737,764,0,1,NA,1426,76,1275,129,0,25,4,69,937,293,0,1230,272,2020
MI-501,Detroit CoC,1589,351,136,NA,NA,NA,NA,NA,583,1004,2,0,NA,1553,36,173,1374,7,4,3,28,990,490,23,1503,86,2020
MI-502,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",260,111,8,NA,NA,NA,NA,NA,128,132,0,0,NA,253,7,108,127,1,4,0,20,151,79,9,239,21,2020
MI-503,"St. Clair Shores, Warren/Macomb County CoC",251,44,8,NA,NA,NA,NA,NA,95,156,0,0,NA,241,10,119,123,0,1,0,8,191,8,0,199,52,2020
MI-504,"Pontiac, Royal Oak/Oakland County CoC",459,101,53,NA,NA,NA,NA,NA,192,266,0,1,NA,431,28,172,268,3,0,0,16,221,114,0,335,124,2020
MI-505,Flint/Genesee County CoC,349,76,22,NA,NA,NA,NA,NA,146,203,0,0,NA,299,50,154,149,0,4,1,41,252,24,0,276,73,2020
MI-506,"Grand Rapids, Wyoming/Kent County CoC",923,233,88,NA,NA,NA,NA,NA,380,538,4,1,NA,856,67,331,494,9,11,2,76,644,193,0,837,86,2020
MI-507,"Portage, Kalamazoo City & County CoC",639,186,30,NA,NA,NA,NA,NA,326,313,0,0,NA,621,18,245,369,6,11,0,8,439,57,0,496,143,2020
MI-508,"Lansing, East Lansing/Ingham County CoC",512,120,29,NA,NA,NA,NA,NA,213,298,0,1,NA,471,41,243,191,2,8,0,68,438,37,7,482,30,2020
MI-509,Washtenaw County CoC,274,55,20,NA,NA,NA,NA,NA,102,169,2,1,NA,260,14,106,132,1,1,0,34,228,29,0,257,17,2020
MI-510,Saginaw City & County CoC,431,143,32,NA,NA,NA,NA,NA,210,221,0,0,NA,408,23,144,250,1,6,0,30,280,135,6,421,10,2020
MI-511,Lenawee County CoC,168,55,15,NA,NA,NA,NA,NA,93,75,0,0,NA,120,48,123,20,0,1,0,24,101,60,0,161,7,2020
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",211,19,12,NA,NA,NA,NA,NA,70,141,0,0,NA,207,4,175,11,1,9,1,14,180,3,0,183,28,2020
MI-514,Battle Creek/Calhoun County CoC,229,30,15,NA,NA,NA,NA,NA,74,155,0,0,NA,224,5,117,84,1,8,14,5,144,18,20,182,47,2020
MI-515,Monroe City & County CoC,184,41,16,NA,NA,NA,NA,NA,92,92,0,0,NA,180,4,128,42,0,1,1,12,136,46,0,182,2,2020
MI-516,"Norton Shores, Muskegon City & County CoC",129,33,11,NA,NA,NA,NA,NA,54,75,0,0,NA,120,9,51,71,1,0,0,6,122,0,0,122,7,2020
MI-517,Jackson City & County CoC,100,23,10,NA,NA,NA,NA,NA,50,50,0,0,NA,97,3,55,26,2,1,1,15,75,0,0,75,25,2020
MI-518,Livingston County CoC,47,25,6,NA,NA,NA,NA,NA,33,14,0,0,NA,44,3,35,7,0,1,0,4,22,25,0,47,0,2020
MI-519,Holland/Ottawa County CoC,270,88,19,NA,NA,NA,NA,NA,123,147,0,0,NA,243,27,191,46,18,4,2,9,147,115,0,262,8,2020
MI-523,Eaton County CoC,111,67,6,NA,NA,NA,NA,NA,69,42,0,0,NA,100,11,78,24,0,0,0,9,45,65,0,110,1,2020
MN-500,Minneapolis/Hennepin County CoC,3049,865,287,NA,NA,NA,NA,NA,1253,1773,12,11,NA,2815,234,697,1822,48,263,28,191,1796,611,0,2407,642,2020
MN-501,Saint Paul/Ramsey County CoC,1630,400,117,NA,NA,NA,NA,NA,627,994,6,3,NA,1471,159,443,886,69,73,9,150,898,394,0,1292,338,2020
MN-502,Rochester/Southeast Minnesota CoC,459,146,69,NA,NA,NA,NA,NA,244,212,2,1,NA,400,59,282,118,10,10,2,37,244,149,0,393,66,2020
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties",561,137,74,NA,NA,NA,NA,NA,273,285,1,2,NA,513,48,309,167,6,9,1,69,311,104,0,415,146,2020
MN-504,Northeast Minnesota CoC,143,35,26,NA,NA,NA,NA,NA,66,76,0,1,NA,137,6,108,4,0,20,0,11,31,51,0,82,61,2020
MN-505,St. Cloud/Central Minnesota CoC,864,181,208,NA,NA,NA,NA,NA,370,493,0,1,NA,830,34,561,155,5,96,7,40,250,216,0,466,398,2020
MN-506,Northwest Minnesota CoC,320,121,42,NA,NA,NA,NA,NA,153,166,1,0,NA,290,30,118,13,2,153,0,34,166,151,0,317,3,2020
MN-508,Moorhead/West Central Minnesota CoC,223,91,23,NA,NA,NA,NA,NA,101,121,1,0,NA,187,36,120,28,1,56,0,18,108,115,0,223,0,2020
MN-509,Duluth/St.Louis County CoC,612,139,74,NA,NA,NA,NA,NA,274,333,2,3,NA,591,21,328,100,4,110,3,67,192,136,0,328,284,2020
MN-511,Southwest Minnesota CoC,79,25,12,NA,NA,NA,NA,NA,47,32,0,0,NA,61,18,50,9,0,5,0,15,40,28,0,68,11,2020
MO-500,St. Louis County CoC,479,186,141,NA,NA,NA,NA,NA,282,194,3,0,NA,471,8,67,382,4,4,4,18,232,217,0,449,30,2020
MO-501,St.Louis City CoC,1260,247,102,NA,NA,NA,NA,NA,440,811,6,3,NA,1237,23,301,922,10,2,2,23,682,380,0,1062,198,2020
MO-503,"St. Charles City & County, Lincoln, Warren Counties CoC",392,142,44,NA,NA,NA,NA,NA,213,177,1,1,NA,371,21,260,96,0,5,0,31,242,25,0,267,125,2020
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",540,105,45,NA,NA,NA,NA,NA,252,285,2,1,NA,501,39,401,64,2,22,4,47,414,38,0,452,88,2020
MO-602,"Joplin/Jasper, Newton Counties CoC",313,31,16,NA,NA,NA,NA,NA,108,205,0,0,NA,295,18,264,25,0,12,1,11,173,70,0,243,70,2020
MO-603,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",241,55,16,NA,NA,NA,NA,NA,115,125,0,1,NA,225,16,168,47,5,2,0,19,122,61,16,199,42,2020
MO-604a,"Kansas City, Independence, Lee’s Summit/Jackson, Wyandotte Counties, MO & KS",1973,409,235,NA,NA,NA,NA,NA,867,1095,7,4,NA,1816,157,968,811,11,23,9,151,904,544,0,1448,525,2020
MO-606,Missouri Balance of State CoC,1569,330,125,NA,NA,NA,NA,NA,776,784,6,3,NA,1497,72,1219,245,3,18,2,82,753,156,8,917,652,2020
MP-500,Northern Mariana Islands CoC,1207,409,117,NA,NA,NA,NA,NA,576,631,0,0,NA,1207,0,7,0,438,0,758,4,2,0,0,2,1205,2020
MS-500,"Jackson/Rankin, Madison Counties CoC",406,69,20,NA,NA,NA,NA,NA,127,277,2,0,NA,405,1,142,255,3,1,1,4,94,199,0,293,113,2020
MS-501,Mississippi Balance of State CoC,447,56,23,NA,NA,NA,NA,NA,179,268,0,0,NA,444,3,203,230,0,4,0,10,202,18,0,220,227,2020
MS-503,Gulf Port/Gulf Coast Regional CoC,254,40,10,NA,NA,NA,NA,NA,89,164,1,0,NA,240,14,167,69,0,6,4,8,36,32,0,68,186,2020
MT-500,Montana Statewide CoC,1545,328,98,NA,NA,NA,NA,NA,630,896,10,9,NA,1398,147,1087,51,4,300,10,93,767,318,0,1085,460,2020
NC-500,Winston-Salem/Forsyth County CoC,504,49,24,NA,NA,NA,NA,NA,137,366,1,0,NA,496,8,214,281,1,1,0,7,392,55,0,447,57,2020
NC-501,Asheville/Buncombe County CoC,547,47,9,NA,NA,NA,NA,NA,150,396,1,0,NA,524,23,376,144,1,8,3,15,246,236,0,482,65,2020
NC-502,Durham City & County CoC,349,59,21,NA,NA,NA,NA,NA,113,236,0,0,NA,333,16,87,247,0,3,0,12,239,33,0,272,77,2020
NC-503,North Carolina Balance of State CoC,3185,594,221,NA,NA,NA,NA,NA,1362,1819,2,2,NA,3029,156,1793,1205,14,51,5,117,1719,470,0,2189,996,2020
NC-504,"Greensboro, High Point CoC",624,91,53,NA,NA,NA,NA,NA,215,409,0,0,NA,606,18,208,399,1,1,0,15,359,75,0,434,190,2020
NC-505,Charlotte/Mecklenberg CoC,1604,307,107,NA,NA,NA,NA,NA,652,949,3,0,NA,1560,44,269,1260,4,8,0,63,1108,282,0,1390,214,2020
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",350,37,10,NA,NA,NA,NA,NA,121,228,1,0,NA,326,24,200,125,1,1,1,22,168,63,0,231,119,2020
NC-507,Raleigh/Wake County CoC,974,194,70,NA,NA,NA,NA,NA,392,575,7,0,NA,902,72,259,659,6,11,4,35,526,216,0,742,232,2020
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",325,60,17,NA,NA,NA,NA,NA,139,186,0,0,NA,301,24,195,108,0,4,0,18,121,19,0,140,185,2020
NC-511,Fayetteville/Cumberland County CoC,297,80,6,NA,NA,NA,NA,NA,108,188,1,0,NA,274,23,62,219,0,0,6,10,38,94,0,132,165,2020
NC-513,Chapel Hill/Orange County CoC,124,15,2,NA,NA,NA,NA,NA,32,92,0,0,NA,119,5,52,61,2,3,0,6,57,48,0,105,19,2020
NC-516,Northwest North Carolina CoC,397,101,21,NA,NA,NA,NA,NA,193,202,2,0,NA,350,47,345,49,0,2,1,0,139,19,0,158,239,2020
ND-500,North Dakota Statewide CoC,541,115,46,NA,NA,NA,NA,NA,226,314,1,0,NA,501,40,285,95,1,131,1,28,369,119,19,507,34,2020
NE-500,Nebraska Balance of State CoC,542,138,51,NA,NA,NA,NA,NA,235,305,2,0,NA,424,118,456,45,1,15,3,22,260,257,0,517,25,2020
NE-501,"Omaha, Council Bluffs CoC",1405,195,99,NA,NA,NA,NA,NA,457,945,3,0,NA,1252,153,863,386,11,34,10,101,1065,234,29,1328,77,2020
NE-502,Lincoln CoC,457,130,31,NA,NA,NA,NA,NA,205,251,1,0,NA,399,58,269,112,10,22,2,42,333,83,0,416,41,2020
NH-500,New Hampshire Balance of State CoC,877,170,68,NA,NA,NA,NA,NA,394,479,4,0,NA,834,43,793,39,10,4,5,26,565,67,0,632,245,2020
NH-501,Manchester CoC,498,121,35,NA,NA,NA,NA,NA,225,273,0,0,NA,415,83,424,31,3,1,1,38,237,186,1,424,74,2020
NH-502,Nashua/Hillsborough County CoC,300,82,15,NA,NA,NA,NA,NA,116,183,1,0,NA,242,58,257,28,3,1,1,10,127,142,2,271,29,2020
NJ-500,Atlantic City & County CoC,443,30,32,NA,NA,NA,NA,NA,105,338,0,0,NA,376,67,182,210,11,2,2,36,233,53,0,286,157,2020
NJ-501,Bergen County CoC,352,83,40,NA,NA,NA,NA,NA,180,172,0,0,NA,241,111,208,123,2,5,0,14,159,187,0,346,6,2020
NJ-502,Burlington County CoC,553,164,36,NA,NA,NA,NA,NA,266,285,2,0,NA,494,59,217,307,0,5,9,15,498,30,0,528,25,2020
NJ-503,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",1047,181,61,NA,NA,NA,NA,NA,407,633,6,1,NA,871,176,445,531,7,15,7,42,597,203,0,800,247,2020
NJ-504,Newark/Essex County CoC,2209,537,180,NA,NA,NA,NA,NA,949,1256,2,2,NA,1841,368,305,1769,5,29,16,85,1258,538,0,1796,413,2020
NJ-506,"Jersey City, Bayonne/Hudson County CoC",944,105,46,NA,NA,NA,NA,NA,309,634,0,1,NA,645,299,404,513,7,3,2,15,602,44,0,646,298,2020
NJ-507,New Brunswick/Middlesex County CoC,666,181,43,NA,NA,NA,NA,NA,292,373,1,0,NA,458,208,310,329,11,2,3,11,545,20,0,565,101,2020
NJ-508,Monmouth County CoC,399,101,29,NA,NA,NA,NA,NA,163,236,0,0,NA,346,53,186,186,0,1,0,26,236,104,0,340,59,2020
NJ-509,Morris County CoC,354,96,26,NA,NA,NA,NA,NA,156,198,0,0,NA,284,70,217,101,4,4,1,27,204,111,10,325,29,2020
NJ-510,Lakewood Township/Ocean County CoC,349,86,31,NA,NA,NA,NA,NA,174,175,0,0,NA,296,53,234,88,1,3,0,23,274,50,0,324,25,2020
NJ-511,Paterson/Passaic County CoC,583,108,45,NA,NA,NA,NA,NA,242,341,0,0,NA,388,195,264,291,0,6,1,21,365,28,0,393,190,2020
NJ-512,Salem County CoC,32,8,0,NA,NA,NA,NA,NA,20,12,0,0,NA,32,0,18,11,0,0,0,3,13,9,0,22,10,2020
NJ-513,Somerset County CoC,342,81,35,NA,NA,NA,NA,NA,168,174,0,0,NA,281,61,128,190,0,3,1,20,167,165,0,332,10,2020
NJ-514,Trenton/Mercer County CoC,556,113,53,NA,NA,NA,NA,NA,206,350,0,0,NA,484,72,148,376,6,8,5,13,355,96,0,451,105,2020
NJ-515,Elizabeth/Union County CoC,484,116,45,NA,NA,NA,NA,NA,225,259,0,0,NA,353,131,183,290,1,0,0,10,324,95,0,419,65,2020
NJ-516,"Warren, Sussex, Hunterdon Counties CoC",349,63,15,NA,NA,NA,NA,NA,168,178,3,0,NA,300,49,232,103,3,2,1,8,200,108,0,308,41,2020
NM-500,Albuquerque CoC,1586,197,106,NA,NA,NA,NA,NA,490,1080,15,1,NA,969,617,965,155,12,360,23,71,808,211,0,1019,567,2020
NM-501,New Mexico Balance of State CoC,1747,285,115,NA,NA,NA,NA,NA,707,1023,4,13,NA,1039,708,1046,72,2,471,15,141,895,160,0,1055,692,2020
NV-500,Las Vegas/Clark County CoC,5283,214,470,NA,NA,NA,NA,NA,1517,3758,8,0,NA,4518,765,3137,1703,104,75,91,173,1273,542,7,1822,3461,2020
NV-501,"Reno, Sparks/Washoe County CoC",1231,127,65,NA,NA,NA,NA,NA,393,836,2,0,NA,1003,228,919,169,23,56,20,44,514,258,0,772,459,2020
NV-502,Nevada Balance of State CoC,386,42,14,NA,NA,NA,NA,NA,140,245,1,0,NA,335,51,338,12,1,16,10,9,86,11,0,97,289,2020
NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",815,152,80,NA,NA,NA,NA,NA,283,530,2,0,NA,689,126,316,451,5,5,5,33,602,161,8,771,44,2020
NY-501,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",252,47,30,NA,NA,NA,NA,NA,101,149,0,2,NA,244,8,216,30,1,2,0,3,197,34,0,231,21,2020
NY-503,Albany City & County CoC,820,151,67,NA,NA,NA,NA,NA,263,557,0,0,NA,720,100,311,422,8,14,2,63,622,142,2,766,54,2020
NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",618,87,59,NA,NA,NA,NA,NA,243,373,0,2,NA,555,63,356,216,7,6,8,25,460,138,0,598,20,2020
NY-507,Schenectady City & County CoC,434,122,28,NA,NA,NA,NA,NA,170,263,1,0,NA,328,106,181,198,4,1,1,49,363,46,0,409,25,2020
